SNo,RollNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
9720,4205007334,53749,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,ST,ST,Allotted
9721,2304002432,53759,Deemed/Paid Seats Quota,"MM Inst. Med. and Research,
Mullana",MBBS,Open,GN,Allotted
9722,3803002343,53789,All India,"PB. GOVT. DENTAL COLLEGE
& HOSP,AMRITSAR",BDS,SC,SC,Allotted
9723,2001304549,53790,Deemed/Paid Seats Quota,"Manipal Tata Medical College,",MBBS,Open,GN,Allotted
9724,3903121098,53816,All India,"BPS Govt. Med. College, Sonepat",MBBS,SC,SC,Allotted
9725,4201013040,53869,All India,"ESIC Medical College, Hyderbad",MBBS,ST,ST,Allotted
9726,2806002531,53870,"Employees State Insurance
Scheme(ESI)","ESIC Medical College, Hyderbad",MBBS,OBC,OBC,Allotted
9727,2001306148,53879,Open Seat Quota,"AIIMS, New Delhi",MBBS,ST PwD,ST PwD,Allotted
9728,2603002316,53884,B.Sc Nursing All India,"College of Nursing Dr. RML
Hospital, New Delhi",B.Sc. Nursing,Open,OBC,Allotted
9729,2806033172,53886,"Employees State Insurance
Scheme(ESI)","Government Medical College,
ESIC, Kollam",MBBS,EWS,EWS,Allotted
9730,2808101088,53905,"Employees State Insurance
Scheme(ESI)","ESIC Medical College, Gulbarga",MBBS,Open,OBC,Allotted
9731,3903219052,53960,B.Sc Nursing All India,"College of Nursing Dr. RML
Hospital, New Delhi",B.Sc. Nursing,Open,EWS,Allotted
9732,2601002614,53965,All India,"ESI-MC&PGIMS&R, Banglore",MBBS,SC,SC,Allotted
9733,3903033089,54026,All India,"MRA MEDICAL COLLEGE
AMBEDKAR NAGAR, UP",MBBS,SC,SC,Allotted
9734,2304019138,54027,Deemed/Paid Seats Quota,"JSS Medical College, Jagadguru",MBBS,Open,GN,Allotted
9735,3903042115,54028,Open Seat Quota,"AIIMS, Gorakhpur",MBBS,ST,ST,Allotted
9736,4501011169,54060,All India,"Dr Ram Manohar Lohia Inst. of
Med. Sce., Lucknow",MBBS,ST,ST,Allotted
9737,3905024388,54065,All India,"Government Doon Medcial
College, Dehradun",MBBS,SC,SC,Allotted
9738,2603011385,54078,All India,"ESI-MC&PGIMS&R, Banglore",MBBS,SC,SC,Allotted
9739,4201110130,54087,All India,"Kakatiya Medical College
Warangal",MBBS,SC,SC,Allotted
9740,2302029058,54132,All India,Govt Medical College Kannur,MBBS,SC,SC,Allotted
9741,3906001037,54156,Deemed/Paid Seats Quota,"VELS MEDICAL COLLEGE &
HOSPITAL",MBBS,Open,EWS,Allotted
9742,1502211345,54162,Muslim Minority Quota,"Hamdard Inst. of Med. Sciences
and Research, New Delhi",MBBS,Open,GN,Allotted
9743,2001114154,54194,All India,"GMC, Azamgarh, UP",MBBS,SC,SC,Allotted
9744,4604003446,54229,B.Sc Nursing All India,"College of Nursing Dr. RML
Hospital, New Delhi",B.Sc. Nursing,Open,GN,Allotted
9745,1205033187,54242,All India,"KURNOOL MEDICAL COLLEGE,
KURNOOL",MBBS,SC,SC,Allotted
