SNo,RollNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
828,2812009230,145719,All India,"DR. R. AHMED DENT.COLL &
HOSP,KOLKATA",BDS,ST,ST,Allotted
829,4608003483,146127,All India,"Rajah Muthiah Dental College
and Hos. , Annamalai",BDS,SC,SC,Allotted
830,3903038081,146629,All India,"GOVT. DC & RESEARCH INSt.,
BELLARY",BDS,SC,SC,Allotted
831,2001210189,146795,IP University Quota,ESIC Dental College and Hospital,BDS,SC,SC,Allotted
832,3615001205,146825,All India,"GOVT. DENTAL COLLEGE,
KOTTAYAM",BDS,SC,SC,Allotted
833,2001323152,146921,IP University Quota,ESIC Dental College and Hospital,BDS,SC,SC,Allotted
834,1205030042,147656,All India,"GOVT. DENTAL COLLEGE,
KOZIKODE",BDS,SC,SC,Allotted
835,4408004637,147690,All India,"GOVT. DENTAL COLLEGE,
TRIVANDRUM",BDS,SC,SC,Allotted
836,3901018178,148711,All India,"Rajah Muthiah Dental College
and Hos. , Annamalai",BDS,SC,SC,Allotted
837,2001322069,155496,B.Sc Nursing Delhi NCR,"College of Nursing Florence
Nightingale CON, New Delhi",B.Sc. Nursing,Open,GN,Allotted
838,2001302277,156694,B.Sc Nursing Delhi NCR,"College of Nursing Ahilya Bai
College of Nursing, Maulana
Azad Medical College",B.Sc. Nursing,Open,GN,Allotted
839,2001006319,157643,B.Sc Nursing Delhi NCR,"College of Nursing Ahilya Bai
College of Nursing, Maulana
Azad Medical College",B.Sc. Nursing,Open,GN,Allotted
840,4201002703,159760,All India,"GOA DENTAL COLLEGE &
HOSPITAL, GOA",BDS,ST,ST,Allotted
841,1204006392,162097,All India,"TAMILNADU GOVT D.C. &
HOSP, CHENNAI",BDS,ST,ST,Allotted
842,2402013132,164687,All India,"Burdwan Dental College &
Hospital, Burdwan",BDS,ST,ST,Allotted
843,4201105079,165357,All India,"Burdwan Dental College &
Hospital, Burdwan",BDS,ST,ST,Allotted
844,3903126235,168865,All India,"GDC,PT.BDS UNIV.OF HEALTH
SCI,ROHTAK",BDS,ST,ST,Allotted
845,4201118298,170545,All India,"GOVT DEN COLL DENTAL
WING PATIALA",BDS,ST,ST,Allotted
846,3701006175,171972,Internal -Puducherry UT Domicile,JIPMER KARAIKAL,MBBS,SC,SC,Allotted
847,1404002147,176905,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
848,1502127089,177061,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
849,3905112035,177571,B.Sc Nursing All India,"College of Nursing Bhopal
Nursing College, BMHRC,
BHOPAL",B.Sc. Nursing,SC,SC,Allotted
850,1301007020,177931,All India,"Dental Institue, RIMS, Ranchi",BDS,ST,ST,Allotted
851,1205008462,178524,All India,"S.C.B. MEDICAL
COLL(DENTAL),CUTTACK",BDS,ST,ST,Allotted
852,4205006261,179071,All India,"ESIC Dental College, Gulbarga",BDS,ST,ST,Allotted
853,1503009194,179139,All India,"GDC,PT.BDS UNIV.OF HEALTH
SCI,ROHTAK",BDS,ST,ST,Allotted
854,1502323267,180861,B.Sc Nursing All India,"College of Nursing Bhopal
Nursing College, BMHRC,
BHOPAL",B.Sc. Nursing,SC,SC,Allotted
855,4201012354,181654,All India,"Government Dental College,
Alappuzha",BDS,ST,ST,Allotted
856,3903104332,181907,All India,"Govt Dental College RIMS
Kadapa",BDS,ST,ST,Allotted
857,1301008039,182014,All India,"GOVT DENTAL COLLEGE
Kannur",BDS,ST,ST,Allotted
858,3905112232,182600,All India,"GOVT. DENTAL COLLEGE &
HOSP.,MUMBAI",BDS,ST,ST,Allotted
859,1502004036,182645,All India,"PATNA DENTAL COLLEGE &
HOSPITAL, PATNA",BDS,ST,ST,Allotted
860,4605001325,182731,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
861,1601005714,183397,All India,"GOVT. DENTAL COLLEGE &
HOSP.,AURANGABAD",BDS,ST,ST,Allotted
862,4601002496,183528,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
863,4203003330,183544,All India,"GOVT. DENTAL COLL.& HOSP.,
JAMNAGAR",BDS,ST,ST,Allotted
864,4602003056,184301,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
865,1501010171,184462,B.Sc Nursing All India,"College of Nursing Bhopal
Nursing College, BMHRC,
BHOPAL",B.Sc. Nursing,SC,SC,Allotted
866,1204021199,187230,All India,"GOVT. DENTAL COLLEGE &
HOSP.,NAGPUR",BDS,ST,ST,Allotted
867,4208007243,188319,All India,"GOVT. DENTAL COLLEGE,
TRIVANDRUM",BDS,ST,ST,Allotted
868,3903011280,188809,All India,"Rajah Muthiah Dental College
and Hos. , Annamalai",BDS,ST,ST,Allotted
869,2001105013,196428,Delhi University Quota,"Lady Hardinge Medical College,
New Delhi",MBBS,ST,ST,Allotted
870,2001104591,198480,Delhi University Quota,"Maulana Azad Medical College,
New Delhi",MBBS,ST,ST,Allotted
871,3903005362,207807,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,ST,ST,Allotted
872,3903109494,208029,B.Sc Nursing All India,"College of Nursing Bhopal
Nursing College, BMHRC,
BHOPAL",B.Sc. Nursing,ST,ST,Allotted
873,2001301683,209314,B.Sc Nursing Delhi NCR,"College of Nursing Ahilya Bai
College of Nursing, Maulana
Azad Medical College",B.Sc. Nursing,EWS,EWS,Allotted
874,2402001083,209384,B.Sc Nursing All India,"College of Nursing Bhopal
Nursing College, BMHRC,
BHOPAL",B.Sc. Nursing,ST,ST,Allotted
875,3903038146,211942,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,ST,ST,Allotted
876,1502322378,214826,B.Sc Nursing All India,"College of Nursing LHMC, New
Delhi",B.Sc. Nursing,SC,SC,Allotted
877,2603019005,215003,All India,"Goverment Medical College,
Bettiah",MBBS,OBC PwD,OBC PwD,Allotted
878,4609002185,216210,B.Sc Nursing All India,"College of Nursing LHMC, New
Delhi",B.Sc. Nursing,SC,SC,Allotted
879,2001002594,217222,B.Sc Nursing All India,"College of Nursing Dr. RML
Hospital, New Delhi",B.Sc. Nursing,SC,SC,Allotted
880,2001308120,217863,B.Sc Nursing All India,"College of Nursing Ahilya Bai
College of Nursing, Maulana
Azad Medical College",B.Sc. Nursing,SC,SC,Allotted
881,1502108252,219006,B.Sc Nursing All India,"College of Nursing Dr. RML
Hospital, New Delhi",B.Sc. Nursing,SC,SC,Allotted
882,3903102800,221184,B.Sc Nursing All India,"College of Nursing Safdarjung
Hospital, New Delhi",B.Sc. Nursing,SC,SC,Allotted
883,4608031206,222590,B.Sc Nursing All India,"College of Nursing Dr. RML
Hospital, New Delhi",B.Sc. Nursing,SC,SC,Allotted
884,2001310212,225223,B.Sc Nursing All India,"College of Nursing Bhopal
Nursing College, BMHRC,
BHOPAL",B.Sc. Nursing,ST,ST,Allotted
885,2303005098,225859,B.Sc Nursing All India,"College of Nursing LHMC, New
Delhi",B.Sc. Nursing,SC,SC,Allotted
886,1501005040,226995,B.Sc Nursing All India,"College of Nursing Safdarjung
Hospital, New Delhi",B.Sc. Nursing,SC,SC,Allotted
887,4601004414,227088,B.Sc Nursing All India,"College of Nursing RAK CON,
New Delhi",B.Sc. Nursing,SC,SC,Allotted
888,4606001248,228262,B.Sc Nursing All India,"College of Nursing RAK CON,
New Delhi",B.Sc. Nursing,SC,SC,Allotted
889,2001302349,228316,B.Sc Nursing Delhi NCR,"College of Nursing Ahilya Bai
College of Nursing, Maulana
Azad Medical College",B.Sc. Nursing,OBC,OBC,Allotted
890,2502010329,232966,Jamia Muslim Quota,"Faculty of Dentistry, Jamia Millia
Islamia, New Delhi",BDS,ST,ST,Allotted
891,3905024026,233974,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,ST,ST,Allotted
892,2001101455,235439,Delhi University Quota,"Maulana Azad Institute of Dental
Sciences, New Delhi",BDS,ST,ST,Allotted
893,2001318218,238383,B.Sc Nursing Delhi NCR,"College of Nursing Ahilya Bai
College of Nursing, Maulana
Azad Medical College",B.Sc. Nursing,SC,SC,Allotted
894,2001304457,238439,B.Sc Nursing Delhi NCR,"College of Nursing Ahilya Bai
College of Nursing, Maulana
Azad Medical College",B.Sc. Nursing,OBC,OBC,Allotted
895,3903108525,238708,B.Sc Nursing All India,"College of Nursing RAK CON,
New Delhi",B.Sc. Nursing,SC,SC,Allotted
896,2001303294,242681,B.Sc Nursing Delhi NCR,"College of Nursing Florence
Nightingale CON, New Delhi",B.Sc. Nursing,SC,SC,Allotted
897,2001016271,242725,B.Sc Nursing Delhi NCR,"College of Nursing Ahilya Bai
College of Nursing, Maulana
Azad Medical College",B.Sc. Nursing,SC,SC,Allotted
898,2001016322,244461,B.Sc Nursing Delhi NCR,"College of Nursing Florence
Nightingale CON, New Delhi",B.Sc. Nursing,OBC,OBC,Allotted
899,2001321053,245945,IP University Quota,ESIC Dental College and Hospital,BDS,ST,ST,Allotted
900,2001309193,249376,B.Sc Nursing Delhi NCR,"College of Nursing Florence
Nightingale CON, New Delhi",B.Sc. Nursing,OBC,OBC,Allotted
901,2001315369,254817,B.Sc Nursing Delhi NCR,"College of Nursing Florence
Nightingale CON, New Delhi",B.Sc. Nursing,OBC,OBC,Allotted
902,1502303578,264137,All India,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Open PwD,GN PwD,Allotted
903,1601007016,302526,"Employees State Insurance
Scheme(ESI)","SLBS Govt. Medical College,
Mandi",MBBS,SC,SC,Allotted
904,4205006278,303051,"Employees State Insurance
Scheme(ESI)","ESIC Dental College, Gulbarga",BDS,SC,SC,Allotted
905,3201007036,319933,B.Sc Nursing All India,"College of Nursing Dr. RML
Hospital, New Delhi",B.Sc. Nursing,ST,ST,Allotted
906,3903232193,329895,B.Sc Nursing All India,"College of Nursing LHMC, New
Delhi",B.Sc. Nursing,ST,ST,Allotted
907,3905110281,333861,B.Sc Nursing All India,"College of Nursing Dr. RML
Hospital, New Delhi",B.Sc. Nursing,ST,ST,Allotted
908,3903204727,335501,B.Sc Nursing All India,"College of Nursing RAK CON,
New Delhi",B.Sc. Nursing,ST,ST,Allotted
909,2001101264,354871,B.Sc Nursing All India,"College of Nursing Dr. RML
Hospital, New Delhi",B.Sc. Nursing,ST,ST,Allotted
910,4608018144,355232,Open Seat Quota,"AIIMS, Raipur",MBBS,Open PwD,OBC PwD,Allotted
911,1208002191,362172,B.Sc Nursing All India,"College of Nursing Safdarjung
Hospital, New Delhi",B.Sc. Nursing,ST,ST,Allotted
912,1502109399,378899,B.Sc Nursing All India,"College of Nursing RAK CON,
New Delhi",B.Sc. Nursing,ST,ST,Allotted
913,2001002606,387534,B.Sc Nursing All India,"College of Nursing Safdarjung
Hospital, New Delhi",B.Sc. Nursing,ST,ST,Allotted
914,4408104510,475745,Open Seat Quota,"AIIMS, Gorakhpur",MBBS,OBC PwD,OBC PwD,Allotted
915,4602002237,484885,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Open PwD,GN PwD,Allotted
916,1502317076,614432,All India,"CALCUTTA NATIONAL MED
COLL,KOLKATA",MBBS,Open PwD,OBC PwD,Allotted
917,3115021026,627841,Open Seat Quota,AIIMS Rajkot,MBBS,OBC PwD,OBC PwD,Allotted
918,2601008565,759690,Open Seat Quota,"AIIMS, Kalyani",MBBS,Open PwD,GN PwD,Allotted
919,4408113011,778302,All India,"Dr. B.R. Ambedkar State Institute
of Medical Sciences",MBBS,OBC PwD,OBC PwD,Allotted
920,4411011537,784387,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open PwD,GN PwD,Allotted
921,2705022041,818416,All India,"Gulbarga Institute of Medical
Sciences, Gulbarga",MBBS,Open PwD,GN PwD,Allotted
922,3805001118,849624,Open Seat Quota,"AIIMS, Patna",MBBS,SC PwD,SC PwD,Allotted
923,3004011091,861699,All India,"M.G.M. MEDICAL COLLEGE,
INDORE",MBBS,OBC PwD,OBC PwD,Allotted
