SNo,RollNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
1,4405114297,215,All India,"University College of Medical
Sciences, New Delhi",MBBS,Open,GN,Allotted
2,2803002532,231,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Open,GN,Allotted
3,2001201707,582,Open Seat Quota,"AIIMS, Nagpur",MBBS,Open,GN,Allotted
4,3905118208,1109,Open Seat Quota,AIIMS Bathinda,MBBS,Open,GN,Allotted
5,4201003412,1325,All India,"KGMC, LUCKNOW",MBBS,Open,GN,Allotted
6,3801007312,1386,Open Seat Quota,AIIMS Bathinda,MBBS,Open,GN,Allotted
7,3604010109,1431,Open Seat Quota,"AIIMS, Raipur",MBBS,Open,GN,Allotted
8,3115022180,1555,Open Seat Quota,"AIIMS, Raipur",MBBS,OBC,OBC,Allotted
9,1504012077,1640,Open Seat Quota,"AIIMS, Rishikesh",MBBS,OBC,OBC,Allotted
10,3107009227,1683,Open Seat Quota,"AIIMS, Nagpur",MBBS,Open,OBC,Allotted
11,2203013172,1976,All India,"GOVERNMENT MEDICAL
COLLEGE, SURAT",MBBS,Open,EWS,Allotted
12,1601002730,2128,Open Seat Quota,AIIMS Bathinda,MBBS,Open,GN,Allotted
13,2207003505,2168,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD",MBBS,OBC,OBC,Allotted
14,3110001566,2251,All India,"LOKMANYA TILAK MUNICIPAL
M C,MUMBAI",MBBS,Open,GN,Allotted
15,1505006089,2365,Open Seat Quota,"AIIMS, Patna",MBBS,Open,GN,Allotted
16,3901016106,2383,Open Seat Quota,"AIIMS, Patna",MBBS,Open,OBC,Allotted
17,1601012046,2395,All India,"Dr. B.R. Ambedkar State Institute
of Medical Sciences",MBBS,Open,GN,Allotted
18,3605011005,2405,Open Seat Quota,"AIIMS, Nagpur",MBBS,Open,GN,Allotted
19,4201013115,2486,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open,GN,Allotted
20,3111102286,2491,Open Seat Quota,"AIIMS, Nagpur",MBBS,Open,GN,Allotted
21,3903226156,2536,All India,"NDMC Medical College, Delhi",MBBS,OBC,OBC,Allotted
22,4608005225,2589,Open Seat Quota,"AIIMS, Patna",MBBS,Open,GN,Allotted
23,3902008221,2663,All India,"SARDAR PATEL MEDICAL
COLLEGE, BIKANER",MBBS,Open,EWS,Allotted
24,3604001103,2747,Open Seat Quota,"AIIMS, Kalyani",MBBS,Open,GN,Allotted
25,4405107031,2964,All India,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,EWS,EWS,Allotted
26,3102018110,3042,Open Seat Quota,"AIIMS, Nagpur",MBBS,OBC,OBC,Allotted
27,3115034176,3077,Open Seat Quota,AIIMS Mangalagiri,MBBS,Open,GN,Allotted
28,1501007204,3193,Open Seat Quota,"AIIMS, Patna",MBBS,OBC,OBC,Allotted
29,3113010155,3261,Open Seat Quota,"AIIMS, Nagpur",MBBS,OBC,OBC,Allotted
30,3004011354,3296,All India,"GRANT MEDICAL COLL & SIR
J.J.HOSP,MUMBAI",MBBS,Open,OBC,Allotted
31,3103019064,3394,Open Seat Quota,"AIIMS, Nagpur",MBBS,OBC,OBC,Allotted
32,1504002708,3411,All India,"KGMC, LUCKNOW",MBBS,OBC,OBC,Allotted
33,2001015140,3432,All India,"BAHIRAMJEE JIJIBHAI
MEDICAL COLLGE, PUNE",MBBS,Open,GN,Allotted
34,4401004463,3437,Open Seat Quota,"AIIMS, Gorakhpur",MBBS,Open,GN,Allotted
35,4408103702,3452,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Open,GN,Allotted
36,2304009327,3518,All India,"GRANT MEDICAL COLL & SIR
J.J.HOSP,MUMBAI",MBBS,Open,GN,Allotted
37,1502227341,3536,All India,"KGMC, LUCKNOW",MBBS,OBC,OBC,Allotted
38,4608103279,3628,All India,"Bangalore Medical College and
Research Institute",MBBS,Open,GN,Allotted
39,2808102153,3638,Open Seat Quota,"AIIMS, Patna",MBBS,OBC,OBC,Allotted
40,4101102283,3639,All India,"MADRAS MEDICAL COLLEGE,
CHENNAI",MBBS,OBC,OBC,Allotted
41,1502221130,3644,Open Seat Quota,"AIIMS, Patna",MBBS,OBC,OBC,Allotted
42,2207003527,3801,All India,"MEDICAL COLLEGE, BARODA",MBBS,Open,GN,Allotted
43,4403006363,3809,Open Seat Quota,"Jawaharlal Nehru Medical
College, AMU,ALIGARH",MBBS,Open,OBC,Allotted
44,2207002592,3925,All India,"Pt. D.D.U MEDICAL COLLEGE,
RAJKOT",MBBS,Open,GN,Allotted
45,1702007114,3964,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Open,GN,Allotted
46,2001109303,3990,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Open,GN,Allotted
47,3903203946,4017,All India,"Maulana Azad Institute of Dental
Sciences, New Delhi",BDS,Open,EWS,Allotted
48,4416002017,4029,Open Seat Quota,"Jawaharlal Nehru Medical
College, AMU,ALIGARH",MBBS,Open,GN,Allotted
49,4201002640,4042,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open,GN,Allotted
50,3604002923,4278,Open Seat Quota,"AIIMS, Kalyani",MBBS,Open,GN,Allotted
51,2811020266,4384,All India,"GOVT.MEDICAL
COLLEGE,THIRUVANANTHAPU
RAM",MBBS,Open,GN,Allotted
52,4411115293,4416,Open Seat Quota,"Jawaharlal Nehru Medical
College, AMU,ALIGARH",MBBS,Open,GN,Allotted
53,1206016060,4420,Open Seat Quota,"AIIMS, Kalyani",MBBS,Open,GN,Allotted
54,2808106179,4552,Open Seat Quota,JIPMER KARAIKAL,MBBS,Open,GN,Allotted
55,3603003289,4572,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Open,GN,Allotted
56,4403012480,4617,All India,"Govt institute of Medcial
Sciences, GREATER NOIDA",MBBS,Open,GN,Allotted
57,2304007466,4631,All India,"BAHIRAMJEE JIJIBHAI
MEDICAL COLLGE, PUNE",MBBS,Open,GN,Allotted
58,2805001119,4662,Open Seat Quota,"AIIMS, Gorakhpur",MBBS,OBC,OBC,Allotted
59,4407004264,4693,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,EWS,EWS,Allotted
60,2207003250,4708,Open Seat Quota,AIIMS Rajkot,MBBS,Open,GN,Allotted
61,4208001653,4762,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,OBC,OBC,Allotted
62,3103002033,4814,All India,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,OBC,OBC,Allotted
63,3104001818,4868,All India,"TOPIWALA NATIONAL
MEDICAL COLLEGE,MUMBAI",MBBS,Open,GN,Allotted
64,4409001045,4891,All India,"RUHS College of Medical
Sciences, Jaipur",MBBS,Open,EWS,Allotted
65,2001103652,4901,All India,"GRANT MEDICAL COLL & SIR
J.J.HOSP,MUMBAI",MBBS,Open,GN,Allotted
66,4503002635,4939,Open Seat Quota,"Jawaharlal Nehru Medical
College, AMU,ALIGARH",MBBS,Open,EWS,Allotted
67,2302004156,4946,All India,"PT. B.D. SHARMA PGIMS,
ROHTAK",MBBS,Open,EWS,Allotted
68,2001011202,4984,Delhi University Quota,"Lady Hardinge Medical College,
New Delhi",MBBS,Open,GN,Allotted
69,2207013290,4992,All India,"Pt. D.D.U MEDICAL COLLEGE,
RAJKOT",MBBS,Open,GN,Allotted
70,2001110040,5034,Delhi University Quota,"Lady Hardinge Medical College,
New Delhi",MBBS,Open,GN,Allotted
71,3906022217,5047,Open Seat Quota,AIIMS Rajkot,MBBS,Open,GN,Allotted
72,4411113419,5080,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,OBC,OBC,Allotted
73,4411114108,5146,Open Seat Quota,"AIIMS, Gorakhpur",MBBS,EWS,EWS,Allotted
74,4609010181,5161,Open Seat Quota,AIIMS Guahawti,MBBS,Open,GN,Allotted
75,1502315253,5246,Open Seat Quota,"AIIMS, Kalyani",MBBS,OBC,OBC,Allotted
76,2001209182,5260,Delhi University Quota,"Lady Hardinge Medical College,
New Delhi",MBBS,Open,GN,Allotted
77,4201015208,5266,Open Seat Quota,JIPMER KARAIKAL,MBBS,Open,GN,Allotted
78,2603009500,5288,All India,"INST OF PG MED EDU &
RESEARCH,KOLKATA",MBBS,Open,OBC,Allotted
79,4410006224,5304,All India,"Dr Ram Manohar Lohia Inst. of
Med. Sce., Lucknow",MBBS,OBC,OBC,Allotted
80,4413002479,5332,All India,"RUHS College of Medical
Sciences, Jaipur",MBBS,Open,GN,Allotted
81,3903023191,5337,All India,"RUHS College of Medical
Sciences, Jaipur",MBBS,Open,OBC,Allotted
82,2208002375,5353,All India,"GOVERNMENT MEDICAL
COLLEGE, SURAT",MBBS,Open,EWS,Allotted
83,2808004347,5360,Open Seat Quota,JIPMER KARAIKAL,MBBS,Open,GN,Allotted
84,1701004523,5455,Open Seat Quota,"AIIMS, Kalyani",MBBS,OBC,OBC,Allotted
85,4602001590,5467,Open Seat Quota,"AIIMS, Deogarh",MBBS,Open,GN,Allotted
86,3901008030,5496,All India,"DR.S.N. MEDICAL COLLEGE,
JODHPUR",MBBS,Open,GN,Allotted
87,4201102505,5556,Open Seat Quota,JIPMER KARAIKAL,MBBS,Open,GN,Allotted
88,1503009012,5579,All India,"Indira Gandhi Institute of Medical
Sciences, Patna",MBBS,Open,GN,Allotted
89,2001315065,5580,Open Seat Quota,AIIMS Rajkot,MBBS,Open,GN,Allotted
90,2301001254,5700,Open Seat Quota,"AIIMS, Kalyani",MBBS,OBC,OBC,Allotted
91,4501004590,5704,Open Seat Quota,AIIMS Jammu,MBBS,Open,EWS,Allotted
92,2001108265,5710,Open Seat Quota,"AIIMS, Deogarh",MBBS,Open,GN,Allotted
93,2207001728,5784,All India,"MEDICAL COLLEGE, BARODA",MBBS,EWS,EWS,Allotted
94,4410005175,5826,All India,"G.S.V.M. MEDICAL COLLEGE,
KANPUR",MBBS,Open,GN,Allotted
95,1502020132,5832,All India,"GRANT MEDICAL COLL & SIR
J.J.HOSP,MUMBAI",MBBS,EWS,EWS,Allotted
96,2207002513,5841,All India,"Pt. D.D.U MEDICAL COLLEGE,
RAJKOT",MBBS,Open,GN,Allotted
97,1206025213,5966,Open Seat Quota,"AIIMS, Kalyani",MBBS,OBC,OBC,Allotted
98,1205014087,5988,Open Seat Quota,JIPMER KARAIKAL,MBBS,Open,GN,Allotted
99,2812002126,6029,Open Seat Quota,JIPMER KARAIKAL,MBBS,Open,GN,Allotted
100,2001202574,6044,All India,"TOPIWALA NATIONAL
MEDICAL COLLEGE,MUMBAI",MBBS,Open,GN,Allotted
101,2302028217,6056,All India,"RUHS College of Medical
Sciences, Jaipur",MBBS,EWS,EWS,Allotted
102,1502003347,6089,All India,"GRANT MEDICAL COLL & SIR
J.J.HOSP,MUMBAI",MBBS,EWS,EWS,Allotted
103,2001102226,6152,All India,"ESIC Medical College, Faridabad",MBBS,Open,GN,Allotted
104,2001324205,6230,All India,"ESIC Medical College, Faridabad",MBBS,Open,GN,Allotted
105,1205027039,6236,Open Seat Quota,AIIMS Mangalagiri,MBBS,OBC,OBC,Allotted
106,3903137088,6238,All India,"SARDAR PATEL MEDICAL
COLLEGE, BIKANER",MBBS,Open,OBC,Allotted
107,3903033112,6262,All India,"RUHS College of Medical
Sciences, Jaipur",MBBS,OBC,OBC,Allotted
108,4405012097,6276,All India,"G.S.V.M. MEDICAL COLLEGE,
KANPUR",MBBS,Open,OBC,Allotted
109,2001106083,6298,Open Seat Quota,"AIIMS, Deogarh",MBBS,Open,GN,Allotted
110,2501003151,6302,Open Seat Quota,"AIIMS, Deogarh",MBBS,Open,GN,Allotted
111,4408012021,6318,Open Seat Quota,"AIIMS, Deogarh",MBBS,Open,GN,Allotted
112,1502310243,6344,Open Seat Quota,"AIIMS, Madurai",MBBS,Open,GN,Allotted
113,4201107554,6347,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,OBC,OBC,Allotted
114,1502215301,6359,All India,"Indira Gandhi Institute of Medical
Sciences, Patna",MBBS,Open,OBC,Allotted
115,3903111150,6402,All India,"INDIRA GANDHI MEDICAL
COLL., SHIMLA",MBBS,Open,GN,Allotted
116,4403009315,6429,All India,"L.L.R.M. MEDICAL COLLEGE,
MEERUT",MBBS,Open,OBC,Allotted
117,2809001491,6454,All India,"GOVT. MEDICAL COLLEGE,
KOTTAYAM",MBBS,Open,OBC,Allotted
118,2207002842,6481,All India,"Pt. D.D.U MEDICAL COLLEGE,
RAJKOT",MBBS,Open,GN,Allotted
119,4410004341,6492,Open Seat Quota,JIPMER KARAIKAL,MBBS,Open,GN,Allotted
120,2604002549,6493,All India,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,OBC,OBC,Allotted
121,2001308540,6494,All India,"Dr. R. N. Cooper General
Hospital, Juhu, Mumbai",MBBS,Open,GN,Allotted
122,1503009087,6536,All India,"Indira Gandhi Institute of Medical
Sciences, Patna",MBBS,Open,GN,Allotted
123,2001308300,6537,All India,"DR.S.N. MEDICAL COLLEGE,
JODHPUR",MBBS,Open,GN,Allotted
124,1205025128,6544,Open Seat Quota,AIIMS Mangalagiri,MBBS,OBC,OBC,Allotted
125,3903111204,6550,All India,"DR.S.N. MEDICAL COLLEGE,
JODHPUR",MBBS,Open,OBC,Allotted
126,2806021176,6575,Open Seat Quota,JIPMER KARAIKAL,MBBS,Open,OBC,Allotted
127,2207010139,6581,All India,"Pt. D.D.U MEDICAL COLLEGE,
RAJKOT",MBBS,Open,GN,Allotted
128,3108006655,6593,All India,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,OBC,OBC,Allotted
129,3904004205,6610,All India,"M.P. SHAH MEDICAL COLLEGE,
JAMNAGAR",MBBS,Open,OBC,Allotted
130,3903124041,6623,All India,"GOVERNMENT MEDICAL
COLLEGE, SURAT",MBBS,OBC,OBC,Allotted
131,3109101725,6730,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,OBC,OBC,Allotted
132,3906011279,6749,All India,"R.N.T. MEDICAL COLLEGE,
UDAIPUR",MBBS,Open,GN,Allotted
133,2001214167,6760,All India,"G.S.V.M. MEDICAL COLLEGE,
KANPUR",MBBS,OBC,OBC,Allotted
134,3110115013,6783,All India,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,OBC,OBC,Allotted
135,3902006007,6803,All India,"RUHS College of Medical
Sciences, Jaipur",MBBS,OBC,OBC,Allotted
136,2001119342,6818,All India,"M.G.M. MEDICAL COLLEGE,
INDORE",MBBS,Open,GN,Allotted
137,3604010425,6830,All India,"V.S.S. MEDICAL COLLEGE,
BURLA",MBBS,Open,OBC,Allotted
138,3115014386,6841,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,OBC,OBC,Allotted
139,1503008079,6856,Open Seat Quota,"AIIMS, Kalyani",MBBS,OBC,OBC,Allotted
140,3905122300,6869,All India,"RAJENDRA INST. OF MED.
SCI., RANCHI",MBBS,Open,OBC,Allotted
141,3604001781,6883,Open Seat Quota,AIIMS Guahawti,MBBS,Open,GN,Allotted
142,4501013055,6893,All India,"Bangalore Medical College and
Research Institute",MBBS,EWS,EWS,Allotted
143,1601012306,6918,All India,"PT. B.D. SHARMA PGIMS,
ROHTAK",MBBS,Open,GN,Allotted
144,2501029123,6947,Open Seat Quota,AIIMS Jammu,MBBS,Open,GN,Allotted
145,2803012062,7010,Open Seat Quota,JIPMER KARAIKAL,MBBS,Open,OBC,Allotted
146,4408104249,7026,All India,"G.S.V.M. MEDICAL COLLEGE,
KANPUR",MBBS,OBC,OBC,Allotted
147,2303002274,7035,Open Seat Quota,AIIMS Jammu,MBBS,Open,GN,Allotted
148,1205007091,7074,All India,Osmania Medical College Koti,MBBS,Open,EWS,Allotted
149,3115003561,7083,Open Seat Quota,JIPMER KARAIKAL,MBBS,Open,EWS,Allotted
150,3905116218,7084,Open Seat Quota,"AIIMS, Deogarh",MBBS,OBC,OBC,Allotted
151,3904113010,7087,All India,"DR.S.N. MEDICAL COLLEGE,
JODHPUR",MBBS,Open,OBC,Allotted
152,3903012090,7088,All India,"Dr. R. N. Cooper General
Hospital, Juhu, Mumbai",MBBS,Open,GN,Allotted
153,3905101189,7120,All India,"REGIONAL INST OF MEDICAL
SCI, IMPHAL",MBBS,Open,GN,Allotted
154,3802011226,7142,All India,"DR.S.N. MEDICAL COLLEGE,
JODHPUR",MBBS,EWS,EWS,Allotted
155,4415006261,7162,All India,"MOTI LAL NEHRU MEDICAL
COLL, ALLAHABAD",MBBS,Open,GN,Allotted
156,1501001134,7177,All India,"Indira Gandhi Institute of Medical
Sciences, Patna",MBBS,OBC,OBC,Allotted
157,2801022077,7184,All India,"STANLEY MEDICAL COLLEGE,
CHENNAI",MBBS,Open,OBC,Allotted
158,2702115282,7189,Open Seat Quota,"AIIMS, Deogarh",MBBS,OBC,OBC,Allotted
159,1502103336,7191,Open Seat Quota,"AIIMS Bilaspur Changar
Palasiyan, Himachal Pradesh",MBBS,OBC,OBC,Allotted
160,3905016245,7199,Open Seat Quota,"AIIMS, Deogarh",MBBS,OBC,OBC,Allotted
161,3905003154,7201,Open Seat Quota,JIPMER KARAIKAL,MBBS,Open,OBC,Allotted
162,4410001168,7228,All India,Osmania Medical College Koti,MBBS,Open,GN,Allotted
163,2001301223,7254,All India,"Govt institute of Medcial
Sciences, GREATER NOIDA",MBBS,Open,GN,Allotted
164,3604006543,7263,Open Seat Quota,AIIMS Guahawti,MBBS,Open,GN,Allotted
165,2001107372,7278,All India,"G.S.V.M. MEDICAL COLLEGE,
KANPUR",MBBS,EWS,EWS,Allotted
166,2001017282,7286,All India,"Dr. R. N. Cooper General
Hospital, Juhu, Mumbai",MBBS,Open,GN,Allotted
167,2208008241,7296,All India,"GOVERNMENT MEDICAL
COLLEGE, SURAT",MBBS,OBC,OBC,Allotted
168,2801029067,7302,Open Seat Quota,AIIMS Guahawti,MBBS,Open,GN,Allotted
169,3903017177,7334,All India,"DR.S.N. MEDICAL COLLEGE,
JODHPUR",MBBS,OBC,OBC,Allotted
170,2302033010,7420,All India,"MEDICAL COLLEGE,
BHAVNAGAR",MBBS,Open,GN,Allotted
171,1201010345,7446,Open Seat Quota,"AIIMS, Deogarh",MBBS,EWS,EWS,Allotted
172,3903120244,7454,Open Seat Quota,AIIMS Jammu,MBBS,OBC,OBC,Allotted
173,2602002653,7504,All India,"NILRATAN SIRKAR MEDICAL
COLLEGE, KOLKATA",MBBS,Open,GN,Allotted
174,2304014201,7505,Open Seat Quota,AIIMS Rajkot,MBBS,OBC,OBC,Allotted
175,3905117083,7513,All India,"R.N.T. MEDICAL COLLEGE,
UDAIPUR",MBBS,Open,OBC,Allotted
176,2209002126,7520,All India,"R.N.T. MEDICAL COLLEGE,
UDAIPUR",MBBS,Open,GN,Allotted
177,2001101819,7537,All India,"R.N.T. MEDICAL COLLEGE,
UDAIPUR",MBBS,Open,GN,Allotted
178,3902013232,7592,All India,"R.N.T. MEDICAL COLLEGE,
UDAIPUR",MBBS,Open,GN,Allotted
179,3903205218,7619,All India,"JAWAHAR LAL NEHRU
MEDICAL, AJMER",MBBS,Open,GN,Allotted
180,2301004477,7633,All India,"GANDHI MEDICAL COLLEGE,
BHOPAL",MBBS,Open,GN,Allotted
181,3902012099,7672,Open Seat Quota,AIIMS Rajkot,MBBS,OBC,OBC,Allotted
182,2603017212,7701,All India,"BAHIRAMJEE JIJIBHAI
MEDICAL COLLGE, PUNE",MBBS,OBC,OBC,Allotted
183,4411124296,7706,All India,"Govt institute of Medcial
Sciences, GREATER NOIDA",MBBS,Open,GN,Allotted
184,2304010290,7777,All India,"ESIC Medical College, Faridabad",MBBS,Open,GN,Allotted
185,2001304135,7791,All India,"RAJIV GANDHI MEDICAL
COLLEGE, THANE",MBBS,Open,GN,Allotted
186,3905003210,7825,All India,"RAJIV GANDHI MEDICAL
COLLEGE, THANE",MBBS,Open,GN,Allotted
187,2601006163,7846,All India,"NILRATAN SIRKAR MEDICAL
COLLEGE, KOLKATA",MBBS,Open,OBC,Allotted
188,3905004121,7849,All India,"R.N.T. MEDICAL COLLEGE,
UDAIPUR",MBBS,Open,GN,Allotted
189,3903041179,7856,All India,"JAWAHAR LAL NEHRU
MEDICAL, AJMER",MBBS,Open,GN,Allotted
190,3002002393,7860,All India,"TOPIWALA NATIONAL
MEDICAL COLLEGE,MUMBAI",MBBS,OBC,OBC,Allotted
191,2203014184,7862,All India,"MEDICAL COLLEGE,
BHAVNAGAR",MBBS,Open,GN,Allotted
192,3905103218,7868,All India,"Shri Atal Bihari Vajpayee Medical
College & Research Institute,
Bengaluru",MBBS,Open,EWS,Allotted
193,4416011013,7888,All India,"MOTI LAL NEHRU MEDICAL
COLL, ALLAHABAD",MBBS,Open,GN,Allotted
194,1502112352,7909,All India,"NILRATAN SIRKAR MEDICAL
COLLEGE, KOLKATA",MBBS,Open,GN,Allotted
195,4411122097,7910,Open Seat Quota,AIIMS Guahawti,MBBS,OBC,OBC,Allotted
196,3905115006,7929,Open Seat Quota,"AIIMS, Madurai",MBBS,Open,GN,Allotted
197,4402005463,7933,All India,"MOTI LAL NEHRU MEDICAL
COLL, ALLAHABAD",MBBS,Open,GN,Allotted
198,3902019107,7938,All India,"R.N.T. MEDICAL COLLEGE,
UDAIPUR",MBBS,OBC,OBC,Allotted
199,4402003192,7944,All India,"G.S.V.M. MEDICAL COLLEGE,
KANPUR",MBBS,OBC,OBC,Allotted
200,3903214006,7950,Open Seat Quota,JIPMER KARAIKAL,MBBS,OBC,OBC,Allotted
201,1502316391,7995,All India,"M.G.M. MEDICAL COLLEGE,
INDORE",MBBS,Open,GN,Allotted
202,3602004196,7996,All India,"CALCUTTA NATIONAL MED
COLL,KOLKATA",MBBS,Open,GN,Allotted
203,3903022022,8012,All India,"DR.S.N. MEDICAL COLLEGE,
JODHPUR",MBBS,OBC,OBC,Allotted
204,2302005596,8014,Open Seat Quota,"AIIMS, Madurai",MBBS,Open,GN,Allotted
205,1507002238,8035,All India,"GOVT. MEDICAL COLLEGE,
NAGPUR",MBBS,Open,GN,Allotted
206,2302031120,8068,All India,"MOTI LAL NEHRU MEDICAL
COLL, ALLAHABAD",MBBS,Open,GN,Allotted
207,1501008331,8074,Open Seat Quota,"AIIMS, Madurai",MBBS,Open,OBC,Allotted
208,4501007448,8079,All India,"CALCUTTA NATIONAL MED
COLL,KOLKATA",MBBS,Open,GN,Allotted
209,4402011210,8088,All India,"INDIRA GANDHI MEDICAL
COLL., SHIMLA",MBBS,OBC,OBC,Allotted
210,3903219069,8090,All India,"GANDHI MEDICAL COLLEGE,
BHOPAL",MBBS,Open,GN,Allotted
211,3903102933,8153,All India,"DR.S.N. MEDICAL COLLEGE,
JODHPUR",MBBS,OBC,OBC,Allotted
212,3903227188,8167,All India,"DR.S.N. MEDICAL COLLEGE,
JODHPUR",MBBS,OBC,OBC,Allotted
213,1206014106,8174,Open Seat Quota,"AIIMS, Madurai",MBBS,Open,GN,Allotted
214,4405105482,8184,All India,"B.R.D. MEDICAL COLLEGE,
GORAKHPUR",MBBS,Open,GN,Allotted
215,3805002406,8193,All India,"SLBS Govt. Medical College,
Mandi",MBBS,Open,GN,Allotted
216,1502006585,8208,All India,"MEDICAL COLLEGE, KOLKATA",MBBS,EWS,EWS,Allotted
217,3906001756,8219,All India,"MEDICAL COLLEGE,
BHAVNAGAR",MBBS,Open,GN,Allotted
218,1205008351,8237,All India,"Andhra Medical College,
Visakhapatnam",MBBS,Open,GN,Allotted
219,1205001005,8277,All India,"Andhra Medical College,
Visakhapatnam",MBBS,Open,GN,Allotted
220,3905103286,8288,All India,"MOTI LAL NEHRU MEDICAL
COLL, ALLAHABAD",MBBS,Open,EWS,Allotted
221,3107016048,8307,All India,"TOPIWALA NATIONAL
MEDICAL COLLEGE,MUMBAI",MBBS,OBC,OBC,Allotted
222,4201018208,8312,All India,"GOVT. MEDICAL COLLEGE,
NAGPUR",MBBS,Open,GN,Allotted
223,2203001443,8321,All India,"MEDICAL COLLEGE,
BHAVNAGAR",MBBS,Open,GN,Allotted
224,3905119140,8334,Open Seat Quota,AIIMS Guahawti,MBBS,OBC,OBC,Allotted
225,1502317306,8345,All India,"Indira Gandhi Institute of Medical
Sciences, Patna",MBBS,OBC,OBC,Allotted
226,2001202300,8359,All India,"M.G.M. MEDICAL COLLEGE,
INDORE",MBBS,Open,GN,Allotted
227,2001315080,8361,All India,"GOVT.MEDICAL COLLEGE,
AMRITSAR",MBBS,Open,GN,Allotted
228,4410007295,8362,All India,"S.N. MEDICAL COLLEGE, AGRA",MBBS,Open,GN,Allotted
229,3604004152,8374,Open Seat Quota,"AIIMS, Madurai",MBBS,Open,GN,Allotted
230,2207001539,8385,All India,"Pt. D.D.U MEDICAL COLLEGE,
RAJKOT",MBBS,EWS,EWS,Allotted
231,3905015295,8390,All India,"M.G.M. MEDICAL COLLEGE,
INDORE",MBBS,Open,OBC,Allotted
232,4503002701,8403,All India,"MOTI LAL NEHRU MEDICAL
COLL, ALLAHABAD",MBBS,Open,GN,Allotted
233,4402001514,8410,Open Seat Quota,AIIMS Guahawti,MBBS,OBC,OBC,Allotted
234,2001221007,8416,All India,"PT. B.D. SHARMA PGIMS,
ROHTAK",MBBS,Open,GN,Allotted
235,2302019111,8427,All India,"Kalpana Chawla Govt. Medical
College, Karnal",MBBS,Open,EWS,Allotted
236,2001001304,8428,All India,"LOKMANYA TILAK MUNICIPAL
M C,MUMBAI",MBBS,EWS,EWS,Allotted
237,3904003458,8445,All India,"GOVERNMENT MEDICAL
COLLEGE, SURAT",MBBS,OBC,OBC,Allotted
238,3905018196,8447,All India,"M.G.M. MEDICAL COLLEGE,
INDORE",MBBS,OBC,OBC,Allotted
239,4409003427,8450,All India,"S.N. MEDICAL COLLEGE, AGRA",MBBS,Open,GN,Allotted
240,1204002276,8462,Open Seat Quota,"AIIMS, Madurai",MBBS,Open,GN,Allotted
241,1701003700,8483,Open Seat Quota,AIIMS Guahawti,MBBS,OBC,OBC,Allotted
242,3903230146,8486,All India,"DR.S.N. MEDICAL COLLEGE,
JODHPUR",MBBS,OBC,OBC,Allotted
243,3902009209,8514,All India,"JAWAHAR LAL NEHRU
MEDICAL, AJMER",MBBS,OBC,OBC,Allotted
244,2601008384,8542,All India,"RAJENDRA INST. OF MED.
SCI., RANCHI",MBBS,OBC,OBC,Allotted
245,1502225342,8575,All India,"GANDHI MEDICAL COLLEGE,
BHOPAL",MBBS,Open,GN,Allotted
246,2001004550,8587,All India,"PT. B.D. SHARMA PGIMS,
ROHTAK",MBBS,Open,GN,Allotted
247,4405001091,8603,All India,"MOTI LAL NEHRU MEDICAL
COLL, ALLAHABAD",MBBS,EWS,EWS,Allotted
248,4402001325,8609,All India,"MOTI LAL NEHRU MEDICAL
COLL, ALLAHABAD",MBBS,EWS,EWS,Allotted
249,3903127104,8637,Open Seat Quota,AIIMS Jammu,MBBS,OBC,OBC,Allotted
250,2001201345,8644,Open Seat Quota,JIPMER KARAIKAL,MBBS,EWS,EWS,Allotted
251,3904105245,8662,All India,"GOVERNMENT MEDICAL
COLLEGE, SURAT",MBBS,OBC,OBC,Allotted
252,2001114278,8667,Open Seat Quota,JIPMER KARAIKAL,MBBS,EWS,EWS,Allotted
253,4110004233,8691,All India,"THANJAVUR MEDICAL
COLL.,THANJAVUR",MBBS,Open,OBC,Allotted
254,2803020181,8698,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Manipal",MBBS,Open,GN,Allotted
255,2001206307,8701,All India,"PT. B.D. SHARMA PGIMS,
ROHTAK",MBBS,Open,GN,Allotted
